-0.048707,7.2746e-06,-0.12775,1.1361e-05,-0.84787,2.2659e-05
-0.048707,8.3584e-06,-0.12768,1.6776e-05,-0.84795,1.9646e-05
-0.048706,1.6754e-05,-0.12764,2.024e-05,-0.848,1.9816e-05
-0.048698,5.8418e-06,-0.12761,1.255e-05,-0.84802,2.0762e-05
-0.048697,5.4464e-06,-0.12758,7.3598e-06,-0.84803,2.1367e-05
-0.048707,5.3702e-06,-0.12756,1.1097e-05,-0.84806,2.1322e-05
-0.048681,6.2747e-06,-0.12754,1.0091e-05,-0.84808,2.1089e-05
-0.048682,7.3028e-06,-0.12754,1.3491e-05,-0.84809,1.8595e-05
-0.048668,7.3196e-06,-0.12751,1.501e-05,-0.8481,2.5104e-05
-0.048685,9.0379e-06,-0.12749,1.1934e-05,-0.84811,2.2418e-05
