-0.14587,1.77e-05,0.02096,1.5894e-05,-0.65607,1.1438e-05
-0.14585,2.4611e-05,0.021005,1.1552e-05,-0.65604,1.1984e-05
-0.14582,5.6075e-05,0.0211,2.1681e-05,-0.656,1.3097e-05
-0.14582,2.3352e-05,0.021087,8.1803e-06,-0.656,1.1954e-05
-0.14581,5.7032e-06,0.021118,4.9651e-06,-0.65598,1.0652e-05
-0.14581,5.8447e-06,0.021092,6.1079e-06,-0.65599,1.0432e-05
-0.14579,6.4238e-06,0.021164,5.1798e-06,-0.65596,1.3951e-05
-0.14579,5.7292e-06,0.021148,5.4068e-06,-0.65596,9.8315e-06
-0.1458,5.5551e-06,0.021132,5.5378e-06,-0.65597,1.0841e-05
-0.1458,5.751e-06,0.021137,6.5015e-06,-0.65597,1.1625e-05
