0.04613,5.1377e-06,-0.13488,1.1858e-05,-0.87547,2.0331e-05
0.046144,5.722e-06,-0.13452,9.8435e-06,-0.87552,2.4699e-05
0.046146,5.3082e-06,-0.1344,8.3959e-06,-0.87556,2.2281e-05
0.046155,5.5556e-06,-0.1343,1.0422e-05,-0.87554,2.1225e-05
0.046155,5.9155e-06,-0.13425,1.1352e-05,-0.87557,2.4398e-05
0.046164,5.7067e-06,-0.1342,9.2262e-06,-0.87556,2.3997e-05
0.046171,6.3643e-06,-0.1342,1.4354e-05,-0.87558,2.0803e-05
0.046171,7.4711e-06,-0.1342,1.6121e-05,-0.87559,2.6695e-05
0.046179,5.3485e-06,-0.1342,1.0742e-05,-0.87559,2.664e-05
0.046182,9.9496e-06,-0.13419,1.4981e-05,-0.87559,2.5441e-05
