-0.048664,9.172e-06,-0.12748,1.3126e-05,-0.84804,1.991e-05
-0.048684,6.2033e-06,-0.12748,8.8878e-06,-0.84804,1.9735e-05
-0.048659,6.7424e-06,-0.12747,8.9238e-06,-0.84805,2.0737e-05
-0.048672,8.0772e-06,-0.12747,1.2526e-05,-0.84805,1.9814e-05
-0.04868,5.2846e-06,-0.12747,5.7316e-06,-0.84806,2.0883e-05
-0.048661,4.5368e-06,-0.12747,5.9206e-06,-0.84806,2.362e-05
-0.048661,4.5884e-06,-0.12746,5.3389e-06,-0.84808,1.9994e-05
-0.048654,5.7064e-06,-0.12745,8.7844e-06,-0.84809,2.1982e-05
-0.048645,5.1913e-06,-0.12746,9.5075e-06,-0.8481,2.1206e-05
-0.048638,7.1811e-06,-0.12746,1.1312e-05,-0.84811,2.2989e-05
