0.046369,5.8882e-06,-0.13482,9.3626e-06,-0.87497,2.2916e-05
0.046384,4.9277e-06,-0.13486,9.6373e-06,-0.87491,2.6641e-05
0.046392,1.6424e-05,-0.13484,1.5039e-05,-0.87493,2.2451e-05
0.046401,6.9989e-06,-0.13491,1.6875e-05,-0.87489,2.9126e-05
0.046415,8.8588e-06,-0.13493,1.2087e-05,-0.87488,2.5566e-05
0.046418,3.5495e-05,-0.13491,4.2124e-05,-0.87489,3.0326e-05
0.046417,3.4355e-05,-0.13489,3.9288e-05,-0.87489,2.7168e-05
0.046431,8.6606e-06,-0.13492,1.7115e-05,-0.87488,2.5895e-05
0.046435,8.1989e-06,-0.13491,1.4755e-05,-0.87488,2.2771e-05
0.046439,3.92e-06,-0.13492,1.1166e-05,-0.87488,2.5977e-05
