0.045459,5.4537e-06,-0.13514,8.8561e-06,-0.87498,2.3075e-05
0.045706,7.3744e-06,-0.13547,1.6255e-05,-0.87489,2.3017e-05
0.045817,1.4027e-05,-0.13557,1.9748e-05,-0.87488,2.1843e-05
0.045888,7.0825e-06,-0.13566,3.0708e-05,-0.87487,2.6654e-05
0.045942,9.9866e-06,-0.13573,2.9091e-05,-0.87486,2.9158e-05
0.045986,1.0335e-05,-0.13577,3.1643e-05,-0.87486,2.8103e-05
0.046019,6.6591e-06,-0.1358,1.2818e-05,-0.87485,2.2098e-05
0.046045,5.5637e-06,-0.13582,1.4618e-05,-0.87485,2.2796e-05
0.046069,1.1825e-05,-0.13581,2.1875e-05,-0.87488,2.5398e-05
0.046094,7.3874e-06,-0.13585,2.3013e-05,-0.87486,3.0698e-05
